Gene,59yo tumor periphery astro,59yo tumor core astro,64yo tumor core astro,65yo tumor core astro,21yo Hippocampus astro,22yo Hippocampus astro,53yo A Hippocampus astro,53yo B Hippocampus astro,Fetal ctx 1 astro,Fetal ctx 2 astro,Fetal ctx 3 astro,Fetal ctx 4 astro,Fetal ctx 5 astro,Fetal ctx 6 astro,8yo ctx astro,13yo ctx astro,16yo ctx astro,21yo ctx astro,22yo ctx astro,35yo ctx astro,47yo ctx astro,51yo ctx astro,53yo ctx astro,60yo ctx astro,63yo ctx 1 astro,63yo ctx 2 astro,25yo ctx neuron,22yo ctx oligo,63yo ctx A oligo,63yo ctx B oligo ,47yo ctx oligo,63yo ctx 3 oligo,45yo ctx myeloid,51yo ctx myeloid,63 yo ctx myeloid,47 yo ctx endo,13yo ctx endo,45yo whole cortex,63yo whole cortex,25yo whole cortex,53yo whole cortex,Mouse 1 month astro,Mouse 4 month astro,Mouse 7 month astro,Mouse 9 month astro
Reep2,0.7,0.3,0.3,0.7,0.5,0.2,0.5,0.3,1.2,0.1,1.4,4.4,0.1,1.9,0.9,0.6,0.8,0.5,0.4,1.2,0.2,0.1,0.3,0.1,0.3,0.1,0.5,0.5,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.6,0.1,0.8,0.3,2.9,2.1,5.8,2.8
Reep4,0.1,0.1,0.1,0.1,0.1,0.7,0.2,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.4,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.4,0.1,0.1,0.1,0.1,0.1,1.1,1.6,0.1,0.1,0.1,0.1,0.2,0.1,0.8,0.3,2.2,0.8
Reep6,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.9,1.0,1.2,0.6
Reg3a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1
Reg3g,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Reg4,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rel,0.1,1.5,1.4,0.6,2.3,5.1,11.2,3.5,3.7,3.9,1.0,1.7,1.7,1.5,0.1,1.1,0.8,0.8,0.5,1.1,0.7,2.0,0.8,2.1,0.5,1.0,1.2,4.5,1.5,2.4,3.4,1.4,0.783307668617348,1.1622564258095514,1.3535963052696085,1.3,1.2,0.9,1.2,1.1,1.0,0.6,4.6,0.8,2.1
Rela,2.5,8.5,3.5,2.6,3.6,3.3,7.3,3.2,1.6819386177962752,5.7,6.3,2.0,1.5857300073366354,5.2,9.8,4.2,5.7,3.5,5.4,4.8,1.7,2.5,3.0,1.9,2.9,1.9,0.8,1.7,1.4,1.8,2.3,0.7,1.6,4.4,4.5,3.7,3.2,0.6,0.3,0.7,0.2,2.6,2.2,3.8,2.8
Relb,0.1,0.5,0.6,0.1,0.1,0.1,0.1,0.4,3.2,1.5,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,1.2,1.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3
Rell1,1.2,3.3,2.3,3.1,3.5,2.8,3.3,2.3,3.9,4.5,3.7,4.9,1.5857300073366354,7.3,3.8,1.7,3.4,2.7,2.5,4.1,2.0,3.3,3.2,2.5,2.8,4.1,1.2,2.7,1.5,1.8,2.3,1.1,1.8,2.4,2.8,0.8259673065388305,0.8889696071165151,0.4,0.7,0.7,0.4,0.8,0.9,1.2,1.1
Rell2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,2.5,0.8,2.2
Reln,0.1,0.1,0.1,0.1,1.0,0.1,1.1,0.9,0.6,0.5,0.6,0.1,0.4,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,2.1275615745216383,0.4,1.3,0.5,0.4,0.2,0.1,0.1,0.1,0.3,0.6,0.7,1.1,3.1,2.0,0.3,0.3,0.1,0.3
Relt,0.1,0.6,0.3,0.3,1.0,0.5,1.0,1.8,2.7,0.1,1.4,0.1,3.7,0.1,0.9,0.7,0.5,0.3,0.2,0.3,0.2,0.1,0.3,0.6,0.3,0.2,0.1,0.4,0.5,0.5,0.2,0.2,0.7,1.8,3.2,0.2,0.1,0.2,0.1,0.1,0.1,1.1,0.5,1.1,0.9
Rem1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rem2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Renbp,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.5,1.4,3.1,2.9
Rep15,0.1,0.3,0.3,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.3,0.3,1.1,0.3,0.1,0.1,0.1,0.1,0.1,0.7,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.4
Reps2,0.2,0.1,0.2,0.3,4.6,2.1,5.7,5.8,0.3,0.8,0.5,0.5,0.5,0.9,0.1,0.2,0.2,0.5,0.3,0.4,1.0,0.6,0.6,0.3,0.8,1.4,2.1275615745216383,5.8,5.9,4.1,4.0,3.8,0.6,0.8,0.9,1.8,0.9,5.0,3.2,3.9,3.7,0.7,1.3,0.5,1.2
Rerg,4.1,0.1,0.1,0.1,3.1,2.3,0.7,0.3,0.1,0.1,0.1,2.0,0.1,0.1,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,8.5,11.2,7.3,4.1,4.2,1.2906137992832731,1.4406696764484623,7.5,7.5,0.4,0.1,0.1,0.2,0.3,0.1,0.1,0.1,3.4,3.0,0.6,0.5,1.5,1.2,0.2,0.1,0.1,0.1
Rergl,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.1,2.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8259673065388305,0.8889696071165151,2.5,1.8,1.6,4.4,0.1,0.1,0.1,0.1
Resp18,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.7
Rest,0.4,5.7,6.9,4.2,5.6,4.8,3.2,4.8,4.2,1.9876584389589567,5.9,7.8,5.3,3.1,2.4,3.9,4.5,5.1,2.1,4.3,2.9,3.9,3.6,3.7,3.0,2.9,0.4,2.8,3.9,4.3,3.1,4.3,4.2,3.9,4.9,0.8,1.7,1.1,1.9,1.3,2.6,2.2,1.5,2.2,1.7
Ret,0.1,0.4,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Retn,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Retnlb,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rev1,1.3,3.3,4.1,2.5,5.0,3.4,3.0,4.6,3.0,5.5,4.3,6.4,6.2,3.1,3.3,3.8,3.1,3.1,3.0,3.2,2.1,4.2,3.2,3.3,3.6,2.7,4.8,3.1,4.1,4.4,3.1,3.3,4.3,3.6,4.1,1.9,2.1,2.2,2.2,2.4,1.9,2.3,1.3,2.4,1.8
Rexo1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,1.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.8,1.2,0.5
Rfc2,0.1,4.0,1.2,0.8,0.5,0.8,1.6,0.3,0.1,6.7,2.9,6.0,2.9,2.6,0.6,0.9,0.9,0.8,1.6,0.8,1.3,0.7,0.7,0.2,1.1,0.6,1.9,0.8,0.9,1.3,1.0,0.3,0.9,2.1,2.8,1.8,0.7,0.1,0.1,0.2,0.2,2.7,2.2,3.8,1.4
Rfc3,0.2,4.4,6.5,4.5,0.6,0.4,1.6,1.5,0.1,5.7,4.4,3.8,3.7,5.7,0.1,0.6,0.8,0.7,0.5,0.8,0.5,1.4,0.5,0.5,0.5,0.3,2.0,0.8,0.7,0.7,2.0,1.0,1.9,1.6,1.9,0.3,0.4,0.9,1.2,0.9,2.2,1.0,1.3,1.6,1.5
Rfc4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.781860430805315,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rfc5,0.1,2.5,3.9,5.0,1.4,2.3,1.8,1.6,1.2,3.3,4.4,6.5,4.3,1.9,1.1,1.7,1.6,0.8,2.1,1.6,1.3,1.5,0.9,1.0,0.8,1.3,2.2,2.1,1.3,1.5,1.6,1.0,0.8,0.8,1.1,0.4,0.9,1.3,0.6,1.2,0.8,0.8,0.4,0.5,0.2
Rfesd,0.1,0.2,0.2,0.2,0.5,0.1,0.4,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.6,0.5,0.7,0.5,0.5,0.3,0.2,0.2,0.1,0.2,0.4,0.4,0.2,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9,1.4,1.9,1.5
Rffl,1.0,3.1,2.6,2.7,2.0509258570682114,6.1,2.147727610277467,1.7911893945034771,7.4,0.1,9.4,6.4,0.1,0.1,4.5,3.2,2.7,1.8,3.5,0.1,3.0,1.0,2.6,0.9,2.4,2.0,1.1,5.6,1.1340430351077464,8.6,1.7907147628589037,4.3,2.1,3.0,5.9,0.5,2.5,0.9,0.2,0.9,0.1,0.5,1.6,2.0,1.4
Rfk,1.0,5.3,5.2,3.7,2.0,0.9,1.8,2.0,0.9,2.5,2.7,5.0,1.6,1.4,2.1,2.1,1.0,2.8,1.6,2.2,2.3,2.8,1.8,1.6,3.0,3.0,2.1275615745216383,2.0,1.5,2.2,3.1,1.0,0.8,0.9,1.6,1.2,0.9,2.8,3.2,2.5,3.2,2.097972619136345,1.7654007805462468,13.6,2.044973029667064
Rfng,0.1,0.6,0.3,0.3,1.3,0.2,0.4,0.2,0.1,1.9,0.4,2.6,0.1,0.1,1.0,0.4,0.2,0.3,0.4,0.8,0.1,0.1,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.2,0.3,0.1,0.1,0.1,0.1,2.4,2.3,4.4,2.6
Rfpl4b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rft1,0.5,2.0,2.3,0.9,2.3,1.1,3.5,1.6,0.1,1.3,1.6,1.7,2.5,0.7,2.7,1.8,1.9,1.9,2.8,2.4,1.1,1.4,1.5,1.2,1.7,1.3,1.2,1.5,1.3,1.0,1.1,0.5,0.7,1.4,1.5,0.3,0.6,0.6,0.3,0.6,0.3,1.4,0.9,2.0,1.1
Rftn1,1.5,3.3,3.7,9.2,0.1,0.1,0.2,0.2,1.6,1.1,1.5,1.5,5.8,2.5,0.4,0.3,0.4,0.5,0.2,1.0,0.2,0.4,0.5,0.1,0.9,0.7,1.3,0.1,0.2,0.1,0.2,0.1,0.3,1.0,1.1,1.4,2.6,1.6,1.0,2.6,2.2,0.1,0.4,0.2,0.5
Rfwd2,0.3,6.0,5.4,4.4,7.7,3.4,4.8,5.5,8.0,8.7,8.1,10.0,0.1,8.5,4.7,3.8,7.0,4.4,6.9,4.8,5.3,5.5,5.7,4.8,4.4,4.7,8.0,4.1,3.8,4.1,5.1,2.8,0.783307668617348,1.1622564258095514,7.2,2.0,1.8,3.0,2.4,2.9,1.5,3.4,2.4,2.4,2.8
Rfwd3,0.1,3.0,2.7,2.9,0.8,0.4,1.6,1.5,4.7,1.3,4.4,3.5,5.1,3.0,1.0,0.4,2.4,0.5,1.0,0.7,0.3,0.8,0.8,0.8,0.6,0.4,0.4,0.9,1.0,1.2,1.5,0.6,2.0,1.4,1.8,0.6,0.9,0.5,0.2,0.2,0.2,2.8,1.8,3.5,2.7
Rfx1,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.9,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.2
Rfx2,4.0,0.8,1.3,0.5,0.3,0.2,0.4,0.4,6.8,0.1,2.2,8.7,1.1,4.6,3.3,2.9,1.5,1.2,2.2,2.5,0.9,1.3,1.5,1.4,1.1,1.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1,1.1,0.6,1.4,0.7
Rfx5,0.6437635406996124,2.3,3.9,3.8,2.2,2.1,3.8,2.4,1.3,4.5,2.3,4.9,1.2,0.1,2.7,3.3,3.7,3.0,3.6,3.7,2.3,3.0,2.8,1.9,2.1,2.0,4.5,1.9,1.4,1.8,2.9,0.9,4.0,5.6,4.7,1.7,1.9,1.3,2.6,2.1,1.9,2.8,1.8,3.8,2.3
Rfx6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rfx8,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rfxank,0.1,0.7,0.4,0.1,0.2,0.5,1.1,0.4,3.6,2.7,1.9,0.1,3.3,0.1,2.6,0.8,1.5,0.4,0.8,0.8,0.2,0.5,0.3,0.3,0.4,0.3,0.3,0.1,0.1,0.4,0.3,0.1,0.1,0.1,0.7,0.1,0.2,0.1,0.1,0.1,0.2,1.7,1.4,3.7,1.8
Rfxap,0.1,1.1,1.7,1.3,2.0,1.2,1.6,1.7,0.1,0.1,0.7,0.1,1.5,0.1,0.7,0.9,0.8,1.2,0.6,1.7,0.2,1.4,1.7,1.1,0.6,0.6,1.8,1.2,1.1,1.3,1.2,0.9,0.7,0.5,0.5,0.3,0.5,0.6,0.8,0.5,0.9,2.6,2.2,2.6,2.8
Rg9mtd1,0.7,4.6,3.3,3.6,4.4,6.9,1.9,3.2,6.2,4.4,2.5,11.8,2.9,5.0,2.5,1.9,2.3,2.3,3.6,2.8,3.3,7.3,3.5,2.3,2.0,1.9,7.1,0.2,1.4,3.3,4.8,1.6,0.783307668617348,4.3,5.6,1.8,1.1,2.6,3.5,2.6,3.1,4.7,2.8,5.9,6.8
Rg9mtd2,0.1,0.7,0.6,0.5,0.6,0.9,0.6,0.7,0.1,0.1,0.3,1.2,0.1,1.1,1.0,1.2,0.4,0.6,1.2,1.8,0.2,0.8,0.8,0.4,0.3,0.6,0.6,0.7,0.8,1.2,1.0,0.5,0.1,0.3,0.4,0.1,0.3,0.2,0.3,0.4,0.5,1.1,0.6,1.4,1.1
Rg9mtd3,2.1,1.8,0.9,1.3,2.1,0.3,2.1,1.6,0.1,0.1,2.4,4.0,1.9,1.7,1.4,2.7,2.1,2.0,1.5,2.7,1.6,1.4,2.1,1.4,1.3,1.1,1.0,1.1,1.9,1.7,2.3,1.7,0.5,1.4,1.2,1.0,1.0,0.8,0.3,0.8,0.9,2.3,1.7,2.0,1.4
Rgag1,0.7,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.4,0.1,0.2,0.8,0.1,0.1,0.2,0.4,0.4,0.2,0.1,0.4,0.1,0.3,0.3,0.2,0.2,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.3,0.4
Rgag4,0.6,0.3,1.0,0.3,0.8,0.5,1.9,1.3,2.2,3.7,4.1,2.0,6.8,0.1,1.3,0.4,0.4,0.6,0.4,0.4,0.3,0.3,0.4,0.3,0.3,0.4,0.7,0.2,0.4,0.5,0.9,0.6,0.1,0.2,0.7,0.1,0.7,0.3,0.1,0.2,0.2,0.5,0.4,0.3,0.6
Rgl2,0.3,1.1,0.5,1.5,0.5,0.7,0.6,0.3,0.2,1.0,0.8,0.3,0.3,0.7,1.3,0.9,1.1,0.8,0.9,1.3,0.4,0.7,0.9,0.6,0.4,0.4,0.3,0.3,0.1,0.2,0.5,0.1,0.4,0.5,0.8,0.6,0.7,0.2,0.1,0.2,0.2,1.7,0.8,2.6,0.8
Rgl3,0.1,0.1,0.4,0.1,0.3,1.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3,0.6,1.9,1.2,1.6,1.0,0.6,1.0,1.5,0.9,0.4,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.9,0.4,1.2,0.1,0.1,0.2,0.1,0.1,0.1,0.8,0.8,1.4,0.5
Rgmb,1.8,2.1934467642466693,1.6881747688635937,4.6,4.2,6.1,9.0,5.2,3.1,7.8,4.5,11.4,3.7,5.7,3.1,1.4,1.5,2.8,2.0,3.0,2.1,2.9,2.5,2.1,2.5,2.0,2.1275615745216383,4.0,2.3,2.6,8.3,1.5,0.9,1.2,1.0,0.7,2.2,3.1,2.4,4.3,2.7,1.2,0.7,0.7,1.2
Rgn,2.0,2.1,2.7,4.3,10.3,8.4,11.5,6.5,0.1,0.1,2.5,0.1,2.9,2.5,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,5.7,1.3145833333334283,1.1340430351077464,1.550993577635022,7.6,0.9340251477050561,0.1,0.1,0.2,1.0,1.0,2.1,0.4,1.6,0.3,0.1,0.1,0.3,0.1
Rgnef,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.6,0.1,0.1,1.6,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.6,0.3,0.2,0.3,0.5,0.3,0.1,0.1,0.1,1.0,0.4,0.8,1.3,0.8,0.6,1.3,1.2,1.6,1.7
Rgp1,0.1,1.9,0.5,0.6,2.3,0.1,1.9,1.0,2.9,0.1,1.0,2.7,0.1,0.1,4.3,1.0,0.8,2.8,2.8,2.7,0.8,1.6,1.1,1.2,1.0,0.8,1.2,1.3,1.1,0.9,1.2,0.5,0.1,1.0,0.4,1.2,0.6,0.1,0.1,0.2,0.1,1.7,1.9,2.7,1.1
Rgr,1.4,0.4,0.5,0.2,7.5,0.7,3.0,0.4,0.1,0.1,1.4,0.1,0.1,0.1,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,7.7,1.973571108789488,4.0,3.0,1.5743666392645725,2.8,1.4406696764484623,2.0,0.1,0.8,0.1,0.2,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.6,0.4,0.1,0.1,0.1,0.1
Rgs1,0.1,0.7,2.3,1.1,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,0.1,0.1,0.2,3.5,0.1,0.1,2.0,1.0,0.7,7.7,4.5,2.1,4.3,2.9,3.1,0.9,0.6,2.6,6.2,1.3145833333334283,3.4,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,1.5,4.0,0.9728225326992993,1.3,2.1,0.8,0.6,9.3,0.1,5.0
Rgs10,0.3,0.5,1.0,0.9,8.7,1.7215099396916171,2.147727610277467,3.0,0.1,4.9,0.1,0.1,0.1,0.1,0.9,1.1,2.7,1.2,1.695895045485194,1.5,1.2159828352030497,3.2,1.1,1.1,1.9,5.6,1.1,1.3145833333334283,5.4,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,1.2,1.3,1.7,2.0,3.9,0.7,3.2,1.7654007805462468,2.5,10.8
Rgs11,1.0,0.2,0.6,0.2,0.8,0.2,0.6,0.6,0.1,1.4,0.1,0.1,0.1,0.1,2.9,1.7,1.4,1.4,0.5,1.9,0.1,0.2,1.0,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,1.3,0.2,0.8,0.3,0.1,0.1,0.1,0.1
Rgs12,0.2,0.5,0.3,0.5,0.3,0.1,0.3,0.2,2.5,2.6,0.7,1.5,1.3,1.2,0.7,0.3,0.1,0.3,0.3,0.4,0.1,0.3,0.3,0.1,0.3,0.2,2.0,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.6,0.4,0.2,0.3,0.1,0.3,0.3,2.1,1.9,3.2,1.9
Rgs13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.1,2.5,1.5,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rgs14,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1
Rgs16,3.5,2.1934467642466693,1.6881747688635937,6.5,4.9,5.1,4.7,1.6,0.1,2.8,4.6,5.6,0.1,3.2,1.3,2.4,5.1,1.6,4.2,1.973571108789488,1.3,4.7,2.1,1.2906137992832731,4.1,1.2,4.9,1.2,0.4,0.6,0.9,0.2,2.1,6.4,1.3535963052696085,0.4,0.6,0.3,0.3,0.3,0.2,1.0,0.4,1.5,0.9
Rgs17,0.3,3.4,0.3,2.1,0.2,1.9,2.5,1.0,0.1,0.1,0.5,3.3,3.2,0.1,0.1,0.7,0.8,0.8,0.1,0.5,0.3,1.1,0.9,0.9,0.4,0.4,5.0,0.5,0.3,0.3,1.1,0.4,0.2,0.1,0.1,0.1,0.1,0.9,1.4,1.1,2.1,0.5,0.5,0.4,0.4
Rgs18,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.3,0.6,0.1,0.5,0.5,0.1,0.1,0.1,0.3,0.1,1.2,0.4,0.2,0.7,0.2,0.783307668617348,6.5,4.6,0.1,0.1,0.4,1.1,0.3,0.4,0.1,0.1,0.1,0.1
Rgs19,0.6437635406996124,1.2,1.6,1.1,0.7,2.0,1.9,0.5,1.7,0.1,0.8,0.1,3.1,0.1,0.4,0.3,0.6,0.7,0.7,0.1,0.6,0.2,0.2,0.2,0.2,0.2,0.4,1.6,0.2,0.2,0.4,0.3,1.2,2.8,4.8,0.7,1.0,0.8,0.9,1.2,0.8,2.1,3.4,2.0,1.5
